车型-列车号,故障情况,处理情况
AC07-0819,工作令号:八日-2023-7-26 TC2车（081141）1A车门无法打开,2023-7-26 日检一班 更换TC2车（081141）1A车门电机后测试正常。（备件SATCO质保提供，坏件SATCO质保取回）
AC07-0813,工作令号:八日-2023-7-30 DDU显示MP1车（080742）3A车门虚框,2023-7-30 日检一班 更换MP1车（080742）3A车门EDCU后测试正常。（备件SATCO质保提供，坏件SATCO质保取回） 序列号 旧：SN08711106 服务号：5999091 新：SN10061206 部件修：5999033
AC15-0833,工作令号:八临-2022-9-1 02022-09-01 08:33 八号线大世界站下行0833#车下行左侧1-3车门故障。,2022-9-1 日检二班 回库下载TC2车（082031）5门故障代码为075（车门5位障碍物检测）。检查车门相关线路正常，紧固件正常。机械尺寸 V =0.5mm S1=8.5mm在标准范围内。结合视频监控录像判为TC2车（082031）5门 EDCU （电子门控单元）偶发故障导致。现预防性更换TC2车（082031）5门 EDCU （电子门控单元）后多次则试车门均正常，列车可用。直尺编号：12322020099 备件名称：电子门控单元 型号：12.2319.0401 厂家：上海法维莱交通车辆设备有限公司/SFRT 来源：返修件 备件质保SATCO提供，坏件质保SATCO取回。 序列号 旧：109570926 服务号：5446459 新：101510845
AC18-0863,工作令号:八日-2022-9-21 TC1车（084071）1A车门紧急拉手面板缺失,2022-9-21 日检二班 更换TC1车（084071）1A车门紧急拉手面板后测试正常
AC18-0854,工作令号:八临-2022-9-14 02022-09-29 10:55 八号线芦恒路站下行0854#车左侧4-2车门玻璃有裂缝。,2022-9-29 日检二班 列车回库，确认M2车（083473）6门左侧车门玻璃故障，更换M2车（083473）6门左侧车门玻璃后测试正常，列车可用。 备件名称：玻璃 型号：12.2301.7701 厂家：上海法维莱交通车辆设备有限公司/SFRT 备件为新件
AC07-0813,工作令号:八日-2022-10-27 检查发现DDU显示MP1车（080742）3门和7门车门虚框,2022-10-27 日检二班 更换MP1车（080742）3门和7门门控后测试正常 3门序列号 旧：SN09172153 服务号：5526184 新：SN03551105 部件修：5525856 7门序列号 旧：SN05120606 服务号：5526185 新：SN05020606 部件修：5525857
AC07-0819,工作令号:八日-2022-11-22 司机检车发现TC1（081091）1B车门EDCU虚框,2022-11-22 日检二班 更换TC1（081091）1B车门EDCU后测试正常 序列号 旧：SN18420607 服务号：5554068 新：SN09011106 部件修：5554013
AC07-0804,工作令号:八临-2022-11-25 02022-11-25 06:25 八号线黄兴路站上行0804#车左侧1-2车门故障。,2022-11-25 日检二班 列车回库下载TC1车（080191）3门事件记录显示代码06-车门障碍物测试，检查车门相关线路正常，紧固件正常，机械尺寸V=3.90mm，S1=4.40mm，S5=3.90mm在标准范围内，结合录像判断为车门直流电机故障导致，现更换TC1车（080931）3门车门直流电机后，多次开关门正常，列车可用 备件名称：40V直流电动机 型号：N300406R23 厂家：IFE 备件为返修件 备件质保SATCO提供，坏件质保SATCO收回
AC07-0801,工作令号:八日-2022-11-25 检查发现M2车（080043）4A车门虚框,2022-11-25 日检二班 更换M2车（080043）4A车门EDCU后正常 备件质保SATCO提供，坏件质保SATCO收回 序列号 旧：SN01990805 服务号：5563611 新：SN12800307 部件修：5563624
AC07-0828,工作令号:八日-2022-12-25 检查发现TC1（081631）2A车门通讯丢失,2022-12-25 日检二班 更换TC1（081631）2A车门EDCU后正常 备件质保提供，坏件质保收回 序列号 旧：SN04990606 服务号：5606267 新：SN20060607 部件修：5229973
AC07-0819,工作令号:八临-2023-1-7 02023-01-12 20:39 八号线凌兆新村站上行0819#车左侧3-3车门无法关闭。,2023-1-12 日检二班 列车回库后下载故障代码：0804（车门驱动电机故障），检查M1（081113）车3A车门相关线路正常，紧固件正常，机械尺寸分别为V=2.50MM，S1=5.40MM，S5=5.20MM，在标准范围内。现更换M1（081113）车3A车门电子门控单元（EDCU）及40V直流电动机（带位置传感器）后，开、关门多次均正常。列车可用。 备件名称：40V直流电动机，电子门控单元 厂家：IFE，IFE 型号：N300406R23，PMC20-110R 来源：返修件 备件质保SATCO提供，坏件质保SATCO取回 EDCU序列号 旧：SN17460507 服务号：5630576 新：SN04621205 部件修：5630558
AC07-0804,工作令号:八日-2023-1-16 检查发现TC2车（080241）2A车门通讯丢失,2023-1-16 日检二班 更换TC2车（080241）2A车门EDCU后测试正常 备件质保提供，坏件质保收回 序列号 旧：SN10102110 服务号：5637277 新：SN10820107 部件修：5253101
AC07-0802,工作令号:八日-2023-1-24 故障记录显示M1车（080093）3A车门EDCU输出短路故障,2023-1-24 日检二班 更换M1车（080093）3A车门EDCU后正常 备件质保SATCO提供，坏件质保SATCO收回 序列号 旧：SN06480806 服务号：5649012 新：SN04102070 部件修：5649009
AC07-0802,工作令号:八日-2023-1-28 DDU显示TC1车（080071）1B车门虚框,2023-1-28 日检二班 更换TC1车（080071）1B车门EDCU后正常 备件质保SATCO提供，坏件质保SATCO收回 序列号 旧：SN04501205 服务号：5654162 新：SN00750505 部件修：5653278
AC07-0804,工作令号:八日-2023-1-28 DDU显示TC1车（080191）2A车门虚框,2023-1-28 日检二班 更换TC1车（080191）2A车门EDCU后正常 备件质保SATCO提供，坏件质保SATCO收回 序列号 旧：SN09551106 服务号：5654189 新：00090308 部件修：5653306
AC18-0847,工作令号:八日-2023-1-28 检查发现MP1车（82962）3A车门EDCU通讯丢失,2023-1-28 日检二班 更换MP1车（82962）3A车门EDCU后测试正常。 备件质保SATCO提供，坏件质保SATCO取回 序列号： 旧：107141107 服务号：5654220 新：102881049 部件修：5653319
AC15-0846,工作令号:八临-2023-3-2 02023-03-01 19:06 八号线老西门站上行0846#车，老西门上行808次0846#车司机报上行左侧6-3车门故障,2023-3-1 日检二班 列车回库，下载MP2车（082932）2B车门事件记录为车门意外解锁，检查车门相关线路正常，紧固件正常，机械尺寸V=0.00mm，S1=9.00mm，在标准范围内，多次开关门正常。现预防性更换MP2车（082932）2B车门控制单元EDCU后，多次开关门正常，列车可用。 备件名称：电子门控单元 厂家：上海法维莱交通车辆设备有限公司/SFRT 型号：12.2319.0401 备件为返修件 备件质保SATCO提供，坏件质保SATCO收回 序列号 旧：104150901 服务号：5705231 新：103830901 部件修：5383458
AC18-0864,工作令号:八日-2023-3-5 检查发现TC2车（084201）司机室左侧侧门无法关闭,2023-3-5 日检二班 更换TC2车（084201）司机室左侧侧门门锁机构后测试正常。 备件质保SATCO提供，坏件质保SATCO取回。
AC07-0802,工作令号:八日-2023-3-17 检查发现M2车（080103）4A车门虚框,2023-3-17 日检二班 更换M2车（080103）4A车门EDCU后正常 备件质保satco提供，坏件质保satco收回 序列号 旧：0450305 服务号：5740053 新：SN01750805 部件修：5739914
AC18-0850,工作令号:八日-2023-4-9 TCMS屏显示TC2车（083221）4门EDCU故障,2023-4-9 日检二班 更换TC2车（083221）4门EDCU后正常 备件质保SATCO提供，坏件质保SATCO收回 序列号 旧：102881049 服务号：5780173 新：107141107 部件修：5654220
AC07-0807,工作令号:八日-2023-5-4 DDU显示M1车（080393）2A车门虚框,2023-5-4 日检二班 更换M1车（080393）2A车门EDCU后正常 备件质保satco提供，坏件质保satco收回 序列号 旧：SN16120407 服务号：5830781 新：SN09221106 部件修：5830709
AC07-0804,工作令号:八日-2023-5-4 检查发现TC2车（080241）1A车门通讯丢失,2023-5-4 日检二班 更换TC2车（080241）1A车门edcu后测试正常 序列号 旧：SN05960806 服务号：5830848 新：SN08881106 部件修：5830802
AC07-0806,工作令号:八临-2023-5-11 02023-05-12 09:34 八号线虹口足球场站下行0806#车，虹口足球场下行8058次0806#车司机报下行左侧1-2车门故障,2023-5-12 日检二班 列车回库，下载TC2车（080361）3车门故障代码05（门位置传感器故障）。检查车门相关线路正常，紧固件正常，机械尺寸V=4.00mm，S1=3.80mm，S5=4.30mm，在标准范围内，结合回库检查和视频录像判断为TC2车（080361）3门门位置传感器故障，更换TC2车（080361）3门门位置传感器后测试开关门多次正常，列车可用。 备件名称：门位置传感器 型号：ME52-2 厂家：德恩科电机（太仓）有限公司 备件为返修件 备件质保satco提供，坏件质保satco收回
AC07-0810,工作令号:八日-2023-5-12 检查发现TC1车（080551）2A车门虚框,2023-5-12 日检二班 更换TC1车（080551）2A车门EDCU后测试正常 备件质保SATCO提供，坏件质保SATCO取回 序列号 旧：SN15350407 服务号：5850322 新：SN04181205 部件修：5577848
AC07-0818,工作令号:八临-2023-5-20 02023-05-24 08:58 八号线沈杜公路站下行0818#车右侧1-1车门故障。,2023-5-24 日检二班 列车回库后，确认为左侧1-1车门故障，右侧1-1车门正常。下载TC2车（081081）1门故障代码：0804（车门驱动电机故障），检查车门相关线路正常，紧固件正常，机械尺寸分别为V=3.00mm，S1=3.70mm，S5=4.70mm，在标准范围内。结合回库检查结果和视频监控录像判断为TC2车（081081）1门驱动电机故障。现更换TC2车（081081）1门驱动电机后，开关门多次均正常，列车可用。 备件名称：40V直流电动机 型号：N300406R23 厂家：IFE 来源：返修件 备件质保SATCO提供，坏件质保SATCO取回
AC07-0818,工作令号:八日-2023-5-24 检查发现TC2车（081081）1A车门虚框,2023-5-24 日检二班 更换TC2车（081081）1A车门EDCU后正常。 备件质保SATCO提供，坏件质保SATCO取回 序列号 旧：623622-4333036122-0156 新：623622-4333039481-0436
AC07-0810,工作令号:八日-2023-5-27 检查发现TC2车（080601）1A车门故障,2023-5-27 日检二班 更换TC2车（080601）1A车门S1限位开关后正常 备件质保satco提供，坏件质保satco收回
AC07-0806,工作令号:八日-2023-5-27 检查发现M1车（080333）3B车门故障,2023-5-27 日检二班 更换M1车（080333）3B车门电机后测试正常 备件质保satco提供，坏件质保satco收回
AC07-0806,工作令号:八日-2023-6-1 检查发现M1车（080333）6门通讯丢失,2023-6-1 日检二班 更换M1车（080333）6门EDCU后正常 备件质保satco提供，坏件质保satco收回 序列号 旧：SN11150107 服务号：5886145 新：SN20300707 部件修：5579534 领用一批工具用于日常作业
AC07-0826,工作令号:八日-2023-6-20 故障记录显示TC1车（081511）2A门位置传感器故障,2023-6-20 日检二班 更换TC1车（081511）2A车门EDCU和电机后测试正常 备件质保SATCO提供，坏件质保SATCO收回 序列号 旧：SN01620805 服务号：5923201 新：SN02290805 部件修：5269536
08C04-08070,工作令号:八日-2023-6-21 TC1车（084561）司机台左侧车门锁闭灯不亮,2023-6-22 日检四班 更换TC1车（084561）司机台左侧车门锁闭灯后测试正常
AC18-0855,工作令号:八日-2023-7-14 MP2车（083562）2B车门3秒不解锁,2023-7-14 日检二班 更换MP2车（083562）2B车门EDCU后正常 备件质保satco提供，坏件质保satco收回 序列号 旧：110801107 服务号：5972958 新：111271107 部件修：5972751
AC07-0814,工作令号:八日-2022-8-1 DDU显示TC1车（080791）1A车门虚框,2022-8-1 日检三班： 更换TC1车（080791）1A车门电子门控单元（EDCU）后开关门测试正常。 备件由SATCO提供，坏件由SATCO取回。 序列号 旧：SN03511105 部件修：5396319 新：SN10041206
AC07-0819,工作令号:八日-2022-8-26 DDU显示M1车（081113）4B车门虚框,2022-8-26 日检三班： 更换M1车（081113）4B车门电子门控单元（EDCU）后开关门测试正常。 备件由SATCO提供，坏件由SATCO取回。 序列号 旧：SN01950805 服务号：5439275 新：SN19810607 部件修：5184462
AC07-0808,工作令号:八日-2022-8-26 DDU显示MP2车（080472）3A车门DCU输出短路,2022-8-26 日检三班： 更换MP2车（080472）3A车门电子门控单元（EDCU）后开关门测试正常。 备件由SATCO提供，坏件由SATCO取回。 序列号 旧：SN15930407 服务号：5439515 新：SN09111106 部件修：5184532
AC18-0863,工作令号:八日-2022-9-26 DDU显示TC1车（084071）1号车门虚框,2022-9-26 日检三班 更换TC1车（084071）1门EDCU后多次开关门测试正常 序列号 旧：104281105 服务号：5489859 新：103521049
AC07-0810,工作令号:八日-2022-10-20 TC1车（080551）右侧车门无法打开,2022-10-20 日检三班： 经查为TC1车（080551）右侧二极管松动，紧固TC1车（080551）右侧二极管插件后，恢复正常。
AC07-0808,工作令号:八日-2022-10-25 DDU显示TC2车（080481）1A车门虚框,2022-10-25 日检三班： 更换TC2车（080481）1A车门电子门控单元（EDCU）后开关门测试正常。 备件由SATCO提供，坏件由SATCO取回。 序列号 旧：SN16160407 服务号：5520827 新：SN09481106 部件修：5011103
AC07-0807,工作令号:八日-2022-10-25 下载故障发现MP1车（080382）2A车门三秒不解锁,2022-10-25 日检三班： 更换MP1车（080382）2A车门电子门控单元（EDCU）后开关门测试正常。 备件由SATCO提供，坏件由SATCO取回。 序列号 旧：SN07651006 服务号：5520926 新：SN12420207 部件修：5520875 任务说明有误应为下载故障发现MP1车2A车门三秒不解锁
AC07-0801,工作令号:八日-2022-11-4 M2车（080043）8门左门页右门页光杆有划痕,2022-11-4 日检三班： 更换M2车（080043）8门左门页右门页光杆后测试正常。 备件由SATCO提供，坏件由SATCO取回。
AC07-0801,工作令号:八日-2022-11-4 M1车（080033）6门左侧，TC2车（080061）8门右侧上导轨焊接点有裂纹,2022-11-4 日检三班： 更换M1车（080033）6门左侧，TC2车（080061）8门右侧上导轨后开关门多次正常。 备件由SATCO提供，坏件由SATCO取回。
AC07-0806,工作令号:八临-2022-11-21 02022-11-18 20:07 八号线黄兴公园站下行0806#车，黄兴公园下行出站874次0806#车司机报左侧（开门侧）1-2车门显示黄色，门锁闭灯亮,2022-11-18 日检三班： 回库下载TC2车（080361）4门事件记录代码为：820（S1行程开关动作）。检查车门相关线路正常，紧固件正常。机械尺寸S1=4.60mm，S5=4.90mm，V=3.80mm在标准范围内。检查S1行程开关及相关部件均正常。故判断为EDCU（电子门控单元）偶发故障导致，现更换TC2车（080361）4门EDCU（电子门控单元）后，多次开、关门测试正常，列车可用。 游标卡尺：013415020308。 备件名称：电子门控单元 生产厂家：IFE 备件型号：PMC20-110R 备件由SATCO提供，坏件由SATCO取回。 备件为返修件。 序列号 旧：SN16791507 服务号：5554097 新：SN11300107 部件修：4386831
AC07-0828,工作令号:八日-2022-11-21 DDU显示MP2车（081672）3A车门虚框,2022-11-21 日检三班： 更换MP2车（081672）3A车门电子门控单元（EDCU）后开关门测试正常。 备件由SATCO提供，坏件由SATCO取回。 序列号 旧：SN19960607 服务号：5555611 新：SN18730607 部件修：5553889
AC18-0853,工作令号:八临-2022-11-24 02022-11-25 14:51 八号线东方体育中心上行0853#车上行端司机室左侧车门无法打开。,2022-11-25 日检三班： 列车回库检查发现TC1车（083371）司机室左侧侧门，门锁锁舌偶有卡滞现象，现更换TC1车（083371）司机室左侧侧门门锁后多次开关门测试正常，列车可用 备件名称：左门锁装置 型号：84.7212.0702 厂家：上海法维莱交通车辆设备有限公司/SFRT 来源：新件 备件质保提供，坏件质保收回。
AC07-0819,工作令号:八日-2022-12-7 下载故障发现TC1车（081091）2A 3A车门故障,2022-12-7 日检三班 更换TC1车（081091）2A 3A车门EDCU后测试正常。 2A序列号 旧：SN07152137 服务号：5593227 新：SN09611206 部件修：5582054 3A序列号 旧：SN18420607 服务号：5593228 新：SN05100606
AC07-0824,工作令号:八临-2023-1-9 02023-01-16 09:11 八号线凌兆新村站下行0824#车，凌兆新村下行856次0824#车左侧1-1车门故障，故障车门已切除。,2023-1-16 日检三班 列车回库下载TC2车（081441）1门事件记录显示代码803-车门障碍物测试。检查车门相关线路正常，紧固件正常，机械尺寸V=4.00mm，S1=4.50mm，S5=5.00mm在标准范围内，结合回库检查及录像判断为edcu故障导致，现多次开关门均正常，列车可用。 备件名称：电子门控单元 厂家：IFE 型号：PMC20-110R 来源：返修件 备件质保SATCO提供，坏件质保SATCO取回 EDCU序列号 旧：SN06450806 服务号：5637244 新：SN19430607 部件修：4363894
AC07-0819,工作令号:八日-2023-1-29 819#下载故障显示TC1（081091）车2A车门故障代码为05（门位置传感器故障）,2023-1-29 日检三班 检查车门相关线路正常，紧固件正常，机械尺寸V=3mm，S1=5.3mm，S5=4.2mm在标准内，更换TC1（081091）车2A车门电机与EDCU后测试正常 备件名称：40V直流电动机 生产厂家：IFE 型号：PMC20-110R 来源：返修件 备件名称：电子门控单元 生产厂家：IFE 型号：N300406R23 来源：返修件 （备件SATCO质保提供，坏件SATCO质保取回） EDCU序列号 旧：SN09611206 服务号：5654417 新：SN18850607 部件修：5654125
AC07-0827,工作令号:八日-2023-2-2 TC1车（081571）3B车门虚框,2023-2-2 日检三班 更换TC1车（081571）3B车门ECCU后测试正常。 （备件SATCO质保提供，坏件SATCO质保取回） 序列号 旧：SN19780607 服务号：5665262 新：SN01000204 部件修：4363328
AC07-0819,工作令号:八日-2023-2-2 TC2（081141）车1A车门虚框,2023-2-2 日检三班 更换TC2车（081141）1A车门ECCU后测试正常。 （备件SATCO质保提供，坏件SATCO质保取回） 序列号 旧：0210305 服务号：5665297 新：SN09172175 部件修：5665280
AC07-0824,工作令号:八临-2023-2-2 02023-02-09 09:09 八号线东方体育中心下行0824#车下行左侧1-1车门故障。,2023-2-9 日检三班 列车回库下载TC2车（081441）1门事件记录显示代码803-车门障碍物测试。检查车门相关线路正常，紧固件正常，机械尺寸V=2.00mm，S1=4.90mm，S5=4.50mm在标准范围内，结合回库检查及录像判断为TC2车（081441）1门位置传感器导致，现更换位置传感器，多次开关门均正常，列车可用。 备件名称：门位置传感器 生产厂家：德恩科电机（太仓）有限公司 型号：ME52-2 来源：新件 （备件SATCO质保提供，坏件SATCO质保取回）
AC07-0824,工作令号:八日-2023-2-9 TC2车（081441）1A车门虚框,2023-2-9 日检三班 更换TC2车（081141）1A车门ECCU和40V直流电机后测试正常。 备件名称：40V直流电动机 型号：N300406R23 厂家：IFE 备件为返修件 备件质保SATCO提供，坏件质保SATCO收回 序列号 旧：SN19430607 服务号：5672272 新：SN10670107
AC07-0801,工作令号:八日-2023-2-13 DDU显示M1车（080033）4B车门虚框,2023-2-13 日检三班 更换M1车（080033）4B车门EDCU后测试正常。（备件SATCO质保提供，坏件SATCO质保取回） 序列号 旧：SN02710905 服务号：5677479 新：SN09171106 部件修：5677465
AC07-0819,工作令号:八日-2023-2-14 TC1车（081091）下载故障显示2A车门门页未到关闭位代码：44（门页无法处于关闭状态）,2023-2-14 日检三班 更换TC1车（081091）2A车门EDCU后测试正常。 备件质保提供，坏件质保收回 序列号 旧：SN18850607 服务号：5679472 新：SN09831206 部件修：5679452
AC07-0823,工作令号:八日-2023-2-22 DDU显示M1车（081353）4A车门虚框,2023-2-22 日检三班 更换M1车（081353）4A车门EDCU后测试正常。（备件SATCO质保提供，坏件SATCO质保取回） 序列号 旧：SN01460705 服务号：5692564 新：SN12960307 部件修：5263870
AC07-0818,工作令号:八临-2023-4-2 02023-04-07 06:24 八号线鞍山新村站上行803次0818#车左侧6-3车门故障,2023-4-7 日检三班 列车回库下载tc2车（081081）4门事件记录显示代码06-车门障碍物测试。检查车门相关线路正常，紧固件正常，机械尺寸V=2.00mm，S1=5.10mm，S5=4.10mm在标准范围内，结合回库检查及录像判断为edcu故障导致，现更换edcu，多次开关门均正常，列车可用。 序列号 旧：623622-4333036122-0132 新：623622-4333036122-0087
AC07-0804,工作令号:八临-2023-4-11 02023-04-26 09:57 八号线鞍山新村站上行0804#车，鞍山新村上行827次0804#车司机报上行左侧1-2车门故障。,2023-4-26 日检三班 列车回库下载tc1车（080191）3门事件记录，显示代码803（车门障碍物测试）。检查车门相关线路正常，紧固件正常，机械尺寸V=4.00mm，S1=5.20mm，S5=5.40mm在标准范围内，结合回库检查及录像判断为位置传感器导致，现更换位置传感器，多次开关门均正常，列车可用。 备件名称：门位置传感器 生产厂家：德恩科电机（太仓）有限公司 型号：ME52-2 来源：返修件 （备件SATCO质保提供，坏件SATCO质保取回）
AC07-0806,工作令号:八日-2023-5-21 M1车（080333）3B门EDCU内部继电器故障,2023-5-21 日检三班 更换M1（080333）车3B门EDCU后确认正常 序列号 旧：SN02070805 服务号：5864176 新：SN11150107 部件修：5420679
AC07-0808,工作令号:八日-2023-5-21 MP1车（080442）2B门EDCU通讯故障,2023-5-21 日检三班 更换MP1车（080442）2B门EDCU后确认正常 序列号 旧：SN05680706 服务号：5864237 新：SN10220107 部件修：5066101
AC07-0818,工作令号:八日-2023-5-24 TC1车（081031）3A车门虚框,2023-5-24 日检三班 更换TC1车（081031）3A车门门控器后测试正常。 序列号 旧：623622-4333036122-0155 新：623622-4333036122-0160
AC07-0810,工作令号:八临-2023-5-21 02023-05-25 09:19 八号线老西门站下行0810#车，下行左侧1-1车门故障。,"2023-5-25 日检三班 回库下载TC2车（080601）1门事件记录，代码820-门页无法处于关闭状态。检查车门相关线路正常，紧固件正常。机械尺寸s1=5.1mm,s5=4.6mm,v=3.5mm在标准范围内，检查s1行程开关及相关部件均正常，故判断为EDCU偶发故障导致，现更换TC2车（080601）1门EDCU后，多次开、关门测试正常，列车可用。 备件名称：电子门控单元 厂家：IFE 型号：PMC20-110R 来源：返修件 备件质保SATCO提供，坏件质保SATCO取回 序列号 旧：SN05850806 部件修：5872593 新：SN08781106"
AC07-0819,工作令号:八日-2023-6-5 TC1车（081091）2A门EDCUA1输出短路故障,2023-6-5 日检三班 更换TC1车（081091）2A门EDCU后确认正常 序列号 旧：SN07130906 服务号：5893599 新：SN13470307 部件修：5407013
AC07-0825,工作令号:八日-2023-6-14 TC2车（081501）6门通讯故障,2023-6-14 日检三班 更换TC2车（081501）6门EDCU后确认正常 序列号 旧：50051003 服务号：5911715 新：SN16590507 部件修：5464853
AC07-0807,工作令号:八日-2023-6-18 TC2车（080421）7门驱动电机故障,2023-6-18 日检三班 更换TC2车（080421）7门EDCU后确认正常 序列号 旧：SN02820905 服务号：5921323 新：SN04301205 部件修：5921316
AC07-0807,工作令号:八临-2023-6-12 02023-06-18 11:11 八号线翔殷路站上行0807#车右侧6-1车门切除,2023-6-18 日检三班 列车回库后下载故障代码：0804（车门驱动电机故障），检查车门相关线路正常，紧固件正常，机械尺寸分别为V=2.00mm，S1=5.00mm，S5=4.40mm，在标准范围内。结合回库检查结果和视频监控录像判断为TC2车（080421）7门驱动电机故障。现更换门驱动电机后，开、关门多次均正常，列车可用。 备件名称：40V直流电动机 生产厂家：IFE 型号：N300406R23 来源：返修件 （备件质保提供，坏件质保收回）
AC18-0855,工作令号:八临-2023-6-16 02023-06-22 13:22 八号线东方体育中心下行0855#车左侧4-1车门故障。,2023-6-24 日检一班 回库下载故障记录显示：M2车（083543）8门紧急解锁装置触发。检查确认为该门紧急解锁行程开关线缆插头松脱，重新插接M2车（083543）8门紧急解锁行程开关线缆插头并加固线缆后测试紧急解锁功能正常，列车可用。
AC07-0806,工作令号:八日-2023-6-25 TC2车（080361）2A车门关门不到位,2023-6-25 日检三班 更换TC2车（080361）2A车门EDCU后测试正常。 序列号 旧：SN02250805 服务号：5931586 新：SN10500107 部件修：5515529 领用一批工具用于日常作业
AC07-0811,工作令号:八日-2023-6-29 IOR检查发现TC2车（080661）1B车门虚框,2023-6-29 日检三班 更换TC2车（080661）1B车门EDCU后测试正常 序列号 旧：SN00820505 服务号：5948597 新：0390305 部件修：5948559
AC07-0815,工作令号:八临-2022-8-3 02022-08-02 08:15 八号线市光路站上行0815#车左侧4-3车门跳红。,"2022-8-2 日检四班 列车回库，下载M2（080883）车2B车门故障代码为0808（门位置传感器故障）。检查车门相关线路正常，紧固件正常。机械尺寸V=3.00mm S1=4.50mm S5=4.40mm 在标准范围内。结合视频监控录像判断为M2（080883）车2B门位置传感器故障。更换M2（080883）车2B门车门电机（带位置传感器）,预防性更换EDCU后测试正常。开关门多次测试正常，列车可用。游标卡尺：020281 备件名称：电子门控单元 生产厂家：康尼 型号：3GE304920R65 来源：返修件 备件名称：40V直流电动机 生产厂家：康尼 型号：N300406R23 来源：返修件 （备件质保提供，坏件质保收回） 序列号 旧：SN04471205 服务号：5397840 新：SN10102101"
AC07-0813,工作令号:八临-2022-8-4 02022-08-06 12:22 八号线大世界站至曲阜路、延吉中路至市光路站下行0813#车，下行左侧4-3车门显示跳红。,"2022-8-6 日检四班 列车回库下载M1（080753）车4门事件记录显示代码06-车门障碍物测试，代码05-门位置传感器故障。检查车门相关线路正常，紧固件正常，机械尺寸V=3.20mm，S1=5.30mm,S5=5.40mm在标准范围内。回库后恢复切除车门，测试车门开关门功能正常，防夹测试正常，根据故障代码5更换M1（080753）车4门车门电机（带位置传感器），预防性更换M1（080753）车4门车门门控器edcu，多次开关门均正常，列车可用。 游标卡尺：020281 备件名称：电子门控单元 生产厂家：康尼 型号：3GE304920R65 来源：返修件 备件名称：40V直流电动机 生产厂家：康尼 型号：N300406R23 来源：返修件 （备件质保提供，坏件质保收回） 序列号 旧：SN13470307 服务号：5407013 新：SN01640805 部件修：4470267"
AC07-0826,工作令号:八日-2022-8-28 DDU显示TC1（081511）车2A门车门虚框,2022-8-28 日检四班 更换TC1（081511）车2A门处EDCU后确认正常 序列号 旧：SN06180806 服务号：5439902 新：SN05730806 部件修：5439534
AC07-0824,工作令号:八日-2022-9-11 M1（081413）车1B门3秒内不解锁,2022-9-11 日检四班 更换M1（081413）车1B门处EDCU后确认正常 序列号 旧：SN16590507 服务号：5464853 新：SN14630307 部件修：5464801
AC07-0808,工作令号:八日-2022-10-26 MP2（080472）车4A门EDCU内部继电器故障,2022-10-26 日检四班 更换MP2（080472）车4A门EDCU后确认正常 序列号 旧：SN08171006 服务号：5522106 新：SN16140407 部件修：5184498
AC07-0804,工作令号:八日-2022-11-7 TC1（080191）车2B门车门通讯丢失,2022-11-7 日检四班 更换TC1（080191）车2B门车门EDCU后确认正常 序列号 旧：SN02390805 服务号：5535139 新：SN10910107 部件修：5535120
AC07-0804,工作令号:八临-2022-11-18 02022-11-14 08:39 八号线四平路站下行0804#车左侧1-2车门故障。,2022-11-14 日检四班 列车回库下载TC2车(080241)2A车门故障代码为0808(门位置传感器故障)，0822(DCU通讯故障)，检查车门相关线路正常，紧固件正常，机械尺寸V=2.00mm，S1=4.30mm，S5=4.20mm，在标准范围内，结合视频监控录像判断为车门EDCU故障，更换TC2车(080241)2A车门EDCU，预防性更换TC2车(080241)2A车门电机(带门位置传感器)后测试正常。开关门多次测试正常。列车可用，游标卡尺:01341502030。 备件名称:电子门控单元，生产厂家:康尼，型号:3GE304920R65。来源返修件。 备件名称:40V直流电机，生产厂家:康尼 ，型号:N300406R23 。来源:返修件。 备件质保提供。坏件质保收回。 序列号 旧：SN07152139 服务号：5541907 新：SN10102110 部件修：5541887
AC07-0802,工作令号:八日-2022-12-26 M1（080093）车3A门EDCU输出短路,2022-12-26 日检四班 更换M1（080093）车3A门EDCU后确认正常 序列号 旧：0360305 服务号：5607025 新：SN06480806 部件修：5607018
AC07-0809,工作令号:八日-2022-12-31 DDU显示M2（080523）车2B车门虚框,2022-12-31 日检四班 更换M2（080523）车2B车门处EDCU后确认正常 序列号 旧：SN10092051 服务号：5614030 新：SN04171205 部件修：5613892
AC07-0828,工作令号:八日-2023-1-10 TC1车（081631）2A门三秒内未解锁,2023-1-10 日检四班 更换TC1车（081631）2A门处EDCU后确认正常 序列号 旧：SN20060607 服务号：5626889 新：SN03201005 部件修：5626868
AC07-0824,工作令号:八日-2023-1-17 MP1（081402）车4A门三秒内未解锁,2023-1-17 日检四班 更换MP1（081402）车4A门处EDCU后确认正常 序列号 旧：SN00790505 服务号：5638462 新：SN01010905 部件修：5638383
AC07-0824,工作令号:八日-2023-1-29 M2（081423）车1A门三秒内不解锁,2023-1-29 日检四班 更换M2（081423）车1A门处EDCU后确认正常 序列号 旧：SN02410805 服务号：5654266 新：SN15460407 部件修：5653331
AC07-0808,工作令号:八日-2023-2-15 MP1（080442）车4B门通讯丢失,2023-2-15 日检四班 更换MP1（080442）车4B门处EDCU后确认正常 序列号 旧：SN03191005 服务号：5681049 新：SN01510705 部件修：5301797
